sku;arima_order;sarima_order;sarima_seasonal_order;sarima_PDQ_todos_zeros;aic_arima;aic_sarima;previsoes_arima_sarima_identicas;max_abs_diff_previsao_arima_sarima;rmse_entre_vetores_previsao_arima_sarima;teste_constante;cv_teste;range_teste
10656;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;1527.0630683821344;1527.0630683821344;True;0.0;0.0;True;0.0;0.0
MK362;(0, 1, 1);(0, 1, 1);(0, 0, 0, 30);True;2205.0255812055652;2205.0255812055652;True;0.0;0.0;False;69.94456670447846;33.0
MK326;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;3799.8732528995693;3799.8732528995693;True;0.0;0.0;False;9.630290302445687;78.0
7437;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;341.7200859435162;341.7200859435162;True;0.0;0.0;True;0.0;0.0
792502;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;-237.7922794461472;-237.7922794461472;True;0.0;0.0;True;0.0;0.0
MK423-1;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;-1262.8881589127204;-1262.8881589127204;True;0.0;0.0;True;0.0;0.0
791939;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;134.72820881542287;134.72820881542287;True;0.0;0.0;False;10.832019111357386;1.0
MK382;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;1818.879226117105;1818.879226117105;True;0.0;0.0;False;6.8542882308735145;3.0
2854;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;1049.8783083062795;1049.8783083062795;True;0.0;0.0;True;0.0;0.0
791304;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;-823.9807101255712;-823.9807101255712;True;0.0;0.0;True;0.0;0.0
MK448;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;801.9888091982356;801.9888091982356;True;0.0;0.0;True;0.0;0.0
MK441;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;634.3455363766109;634.3455363766109;True;0.0;0.0;True;0.0;0.0
2895;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;134.7282088154228;134.7282088154228;True;0.0;0.0;True;0.0;0.0
4747;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;404.63003093028743;404.63003093028743;True;0.0;0.0;True;0.0;0.0
2759;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;634.345536376611;634.345536376611;True;0.0;0.0;True;0.0;0.0
811078;(1, 1, 1);(1, 1, 1);(0, 0, 0, 30);True;4542.802600715428;4542.802600715428;True;0.0;0.0;False;168.66616691580137;240.0
0907;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;1786.6553726063898;1786.6553726063898;True;0.0;0.0;False;1.1553708159858809;1.0
MK268;(0, 1, 0);(0, 1, 0);(0, 0, 0, 30);True;1624.661439334878;1624.661439334878;True;0.0;0.0;False;5.961136269685526;3.0
